<org.apache.batik.Version: java.lang.String getVersion()>/java.lang.Class.getPackage/0	<java.lang.Class: java.lang.Package getPackage()>
<org.apache.batik.Version: java.lang.String getVersion()>/java.lang.String.startsWith/0	<java.lang.String: boolean startsWith(java.lang.String)>
<org.apache.batik.Version: java.lang.String getVersion()>/java.lang.String.endsWith/0	<java.lang.String: boolean endsWith(java.lang.String)>
<org.apache.batik.Version: java.lang.String getVersion()>/java.lang.String.length/0	<java.lang.String: int length()>
<org.apache.batik.Version: java.lang.String getVersion()>/java.lang.String.length/1	<java.lang.String: int length()>
<org.apache.batik.Version: java.lang.String getVersion()>/java.lang.String.length/2	<java.lang.String: int length()>
<org.apache.batik.Version: java.lang.String getVersion()>/java.lang.String.substring/0	<java.lang.String: java.lang.String substring(int,int)>
<org.apache.batik.Version: java.lang.String getVersion()>/java.lang.String.length/3	<java.lang.String: int length()>
<org.apache.batik.Version: java.lang.String getVersion()>/java.lang.StringBuilder.<init>/0	<java.lang.StringBuilder: void <init>()>
<org.apache.batik.Version: java.lang.String getVersion()>/java.lang.StringBuilder.append/0	<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>
<org.apache.batik.apps.svgbrowser.AboutDialog: void <init>()>/javax.swing.JWindow.<init>/0	<javax.swing.JWindow: void <init>()>
<org.apache.batik.apps.svgbrowser.AboutDialog: void <init>()>/org.apache.batik.apps.svgbrowser.AboutDialog.buildGUI/0	<org.apache.batik.apps.svgbrowser.AboutDialog: void buildGUI()>
<org.apache.batik.apps.svgbrowser.AboutDialog: void buildGUI()>/org.apache.batik.apps.svgbrowser.AboutDialog.getContentPane/0	<javax.swing.JWindow: java.awt.Container getContentPane()>
<org.apache.batik.apps.svgbrowser.AboutDialog: void buildGUI()>/java.lang.Object.getClass/0	<java.lang.Object: java.lang.Class getClass()>
<org.apache.batik.apps.svgbrowser.AboutDialog: void buildGUI()>/java.lang.Class.getClassLoader/0	<java.lang.Class: java.lang.ClassLoader getClassLoader()>
<org.apache.batik.apps.svgbrowser.AboutDialog: void buildGUI()>/org.apache.batik.apps.svgbrowser.Resources.getString/0	<org.apache.batik.apps.svgbrowser.Resources: java.lang.String getString(java.lang.String)>
<org.apache.batik.apps.svgbrowser.AboutDialog: void buildGUI()>/javax.swing.ImageIcon.<init>/0	<javax.swing.ImageIcon: void <init>(java.net.URL)>
<org.apache.batik.apps.svgbrowser.AboutDialog: void buildGUI()>/javax.swing.ImageIcon.getIconWidth/0	<javax.swing.ImageIcon: int getIconWidth()>
<org.apache.batik.apps.svgbrowser.AboutDialog: void buildGUI()>/javax.swing.ImageIcon.getIconHeight/0	<javax.swing.ImageIcon: int getIconHeight()>
<org.apache.batik.apps.svgbrowser.AboutDialog: void buildGUI()>/javax.swing.JLayeredPane.<init>/0	<javax.swing.JLayeredPane: void <init>()>
<org.apache.batik.apps.svgbrowser.AboutDialog: void buildGUI()>/javax.swing.JLayeredPane.setSize/0	<java.awt.Component: void setSize(int,int)>
<org.apache.batik.apps.svgbrowser.AboutDialog: void buildGUI()>/org.apache.batik.apps.svgbrowser.AboutDialog.getContentPane/1	<javax.swing.JWindow: java.awt.Container getContentPane()>
<org.apache.batik.apps.svgbrowser.AboutDialog: void buildGUI()>/javax.swing.JLabel.<init>/0	<javax.swing.JLabel: void <init>(javax.swing.Icon)>
<org.apache.batik.apps.svgbrowser.AboutDialog: void buildGUI()>/javax.swing.JLabel.setBounds/0	<java.awt.Component: void setBounds(int,int,int,int)>
<org.apache.batik.apps.svgbrowser.AboutDialog: void buildGUI()>/java.lang.Integer.<init>/0	<java.lang.Integer: void <init>(int)>
<org.apache.batik.apps.svgbrowser.AboutDialog: void buildGUI()>/javax.swing.JLayeredPane.add/0	<java.awt.Container: void add(java.awt.Component,java.lang.Object)>
<org.apache.batik.apps.svgbrowser.AboutDialog: void buildGUI()>/java.lang.StringBuilder.<init>/0	<java.lang.StringBuilder: void <init>()>
<org.apache.batik.apps.svgbrowser.AboutDialog: void buildGUI()>/java.lang.StringBuilder.append/0	<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>
