<com.jgoodies.clearlook.ClearLookManager: void <clinit>()>/com.jgoodies.clearlook.ClearLookManager.installDefaultMode/0	<com.jgoodies.clearlook.ClearLookManager: void installDefaultMode()>
<com.jgoodies.clearlook.ClearLookManager: void <clinit>()>/com.jgoodies.clearlook.ClearLookManager.installDefaultPolicy/0	<com.jgoodies.clearlook.ClearLookManager: void installDefaultPolicy()>
<com.jgoodies.clearlook.ClearLookManager: void installDefaultMode()>/com.jgoodies.plaf.LookUtils.getSystemProperty/0	<com.jgoodies.plaf.LookUtils: java.lang.String getSystemProperty(java.lang.String,java.lang.String)>
<com.jgoodies.clearlook.ClearLookManager: void installDefaultMode()>/java.lang.String.length/0	<java.lang.String: int length()>
<com.jgoodies.clearlook.ClearLookManager: void installDefaultMode()>/javax.swing.UIManager.get/0	<javax.swing.UIManager: java.lang.Object get(java.lang.Object)>
<com.jgoodies.clearlook.ClearLookManager: void installDefaultMode()>/com.jgoodies.clearlook.ClearLookManager.getDefaultMode/0	<com.jgoodies.clearlook.ClearLookManager: com.jgoodies.clearlook.ClearLookMode getDefaultMode()>
<com.jgoodies.clearlook.ClearLookManager: void installDefaultMode()>/com.jgoodies.clearlook.ClearLookMode.valueOf/0	<com.jgoodies.clearlook.ClearLookMode: com.jgoodies.clearlook.ClearLookMode valueOf(java.lang.String)>
<com.jgoodies.clearlook.ClearLookManager: void installDefaultMode()>/com.jgoodies.clearlook.ClearLookMode.getName/0	<com.jgoodies.clearlook.ClearLookMode: java.lang.String getName()>
<com.jgoodies.clearlook.ClearLookManager: void installDefaultMode()>/java.lang.String.equalsIgnoreCase/0	<java.lang.String: boolean equalsIgnoreCase(java.lang.String)>
<com.jgoodies.clearlook.ClearLookManager: void installDefaultMode()>/java.lang.StringBuffer.<init>/0	<java.lang.StringBuffer: void <init>()>
<com.jgoodies.clearlook.ClearLookManager: void installDefaultMode()>/java.lang.StringBuffer.append/0	<java.lang.StringBuffer: java.lang.StringBuffer append(java.lang.String)>
<com.jgoodies.clearlook.ClearLookManager: void installDefaultMode()>/com.jgoodies.plaf.LookUtils.log/0	<com.jgoodies.plaf.LookUtils: void log(java.lang.String)>
<com.jgoodies.clearlook.ClearLookManager: void installDefaultMode()>/com.jgoodies.clearlook.ClearLookManager.setMode/0	<com.jgoodies.clearlook.ClearLookManager: void setMode(com.jgoodies.clearlook.ClearLookMode,boolean)>
<com.jgoodies.clearlook.ClearLookManager: void installDefaultPolicy()>/com.jgoodies.plaf.LookUtils.getSystemProperty/0	<com.jgoodies.plaf.LookUtils: java.lang.String getSystemProperty(java.lang.String,java.lang.String)>
<com.jgoodies.clearlook.ClearLookManager: void installDefaultPolicy()>/java.lang.String.length/0	<java.lang.String: int length()>
<com.jgoodies.clearlook.ClearLookManager: void installDefaultPolicy()>/com.jgoodies.clearlook.ClearLookManager.getDefaultPolicyName/0	<com.jgoodies.clearlook.ClearLookManager: java.lang.String getDefaultPolicyName()>
<com.jgoodies.clearlook.ClearLookManager: void installDefaultPolicy()>/com.jgoodies.clearlook.ClearLookManager.setPolicy/0	<com.jgoodies.clearlook.ClearLookManager: void setPolicy(java.lang.String)>
<com.jgoodies.clearlook.ClearLookManager: void setMode(com.jgoodies.clearlook.ClearLookMode,boolean)>/java.lang.StringBuffer.<init>/0	<java.lang.StringBuffer: void <init>()>
<com.jgoodies.clearlook.ClearLookManager: void setMode(com.jgoodies.clearlook.ClearLookMode,boolean)>/java.lang.StringBuffer.append/0	<java.lang.StringBuffer: java.lang.StringBuffer append(java.lang.String)>
<com.jgoodies.clearlook.ClearLookManager: void setMode(com.jgoodies.clearlook.ClearLookMode,boolean)>/com.jgoodies.clearlook.ClearLookMode.getName/0	<com.jgoodies.clearlook.ClearLookMode: java.lang.String getName()>
<com.jgoodies.clearlook.ClearLookManager: void setMode(com.jgoodies.clearlook.ClearLookMode,boolean)>/com.jgoodies.plaf.LookUtils.log/0	<com.jgoodies.plaf.LookUtils: void log(java.lang.String)>
<com.jgoodies.clearlook.ClearLookManager: void setMode(com.jgoodies.clearlook.ClearLookMode,boolean)>/com.jgoodies.clearlook.ClearLookMode.isEnabled/0	<com.jgoodies.clearlook.ClearLookMode: boolean isEnabled()>
<com.jgoodies.clearlook.ClearLookManager: void setMode(com.jgoodies.clearlook.ClearLookMode,boolean)>/java.lang.StringBuffer.<init>/1	<java.lang.StringBuffer: void <init>()>
